bp	annual_hunting_mortality
4083	0.050000
4082	0.050000
4081	0.050000
4080	0.050000
4079	0.050000
4078	0.050000
4077	0.050000
4076	0.050000
4075	0.050000
4074	0.050000
4073	0.050000
4072	0.050000
4071	0.050000
4070	0.050000
4069	0.050000
4068	0.050000
4067	0.050000
4066	0.050000
4065	0.050000
4064	0.050000
4063	0.050000
4062	0.050000
4061	0.050000
4060	0.050000
4059	0.050000
4058	0.050000
4057	0.050000
4056	0.050000
4055	0.050000
4054	0.050000
4053	0.050000
4052	0.050000
4051	0.050000
4050	0.050000
4049	0.050000
4048	0.050000
4047	0.050000
4046	0.050000
4045	0.050000
4044	0.050000
4043	0.050000
4042	0.050000
4041	0.050000
4040	0.050000
4039	0.050000
4038	0.050000
4037	0.050000
4036	0.050000
4035	0.050000
4034	0.050000
4033	0.050000
4032	0.050000
4031	0.050000
4030	0.050000
4029	0.050000
4028	0.050000
4027	0.050000
4026	0.050000
4025	0.050000
4024	0.050000
4023	0.050000
4022	0.050000
4021	0.050000
4020	0.050000
4019	0.050000
4018	0.050000
4017	0.050000
4016	0.050000
4015	0.050000
4014	0.050000
4013	0.050000
4012	0.050000
4011	0.050000
4010	0.050000
4009	0.050000
4008	0.050000
4007	0.050000
4006	0.050000
4005	0.050000
4004	0.050000
4003	0.050000
4002	0.050000
4001	0.050000
4000	0.050000
3999	0.046909
3998	0.046909
3997	0.046909
3996	0.046909
3995	0.046909
3994	0.046909
3993	0.046909
3992	0.046909
3991	0.046909
3990	0.046909
3989	0.046909
3988	0.046909
3987	0.046909
3986	0.046909
3985	0.046909
3984	0.046909
3983	0.046909
3982	0.046909
3981	0.046909
3980	0.046909
3979	0.046909
3978	0.046909
3977	0.046909
3976	0.046909
3975	0.046909
3974	0.046909
3973	0.046909
3972	0.046909
3971	0.046909
3970	0.046909
3969	0.046909
3968	0.046909
3967	0.046909
3966	0.046909
3965	0.046909
3964	0.046909
3963	0.046909
3962	0.046909
3961	0.046909
3960	0.046909
3959	0.046909
3958	0.046909
3957	0.046909
3956	0.046909
3955	0.046909
3954	0.046909
3953	0.046909
3952	0.046909
3951	0.046909
3950	0.046909
3949	0.046909
3948	0.046909
3947	0.046909
3946	0.046909
3945	0.046909
3944	0.046909
3943	0.046909
3942	0.046909
3941	0.046909
3940	0.046909
3939	0.046909
3938	0.046909
3937	0.046909
3936	0.046909
3935	0.046909
3934	0.046909
3933	0.046909
3932	0.046909
