cycle	bp	scenario	genetic_mode	stage	N	age_0_1	age_2_4	age_5_9	age_10_14	age_15_19	age_20_28	OMU_count	dominant_males	dominant_candidate_males	backup_candidate_males	AMU_dominant_candidate_males	AMU_backup_candidate_males	vacant_OMU_count	invalid_dominant_males	duplicate_dominant_males
69	81	M1	selected	post_mortality	98	24	29	16	22	3	4	7	5	16	20	11	15	2	0	0
70	80	M1	selected	pre_breeding	98	10	34	21	25	4	4	7	7	16	20	9	13	0	0	0
70	80	M1	selected	post_mortality	104	26	30	19	22	3	4	7	7	16	19	9	12	0	0	0
71	79	M1	selected	pre_breeding	104	17	30	24	24	5	4	7	7	16	19	9	12	0	0	0
71	79	M1	selected	post_mortality	104	29	29	21	18	5	2	7	4	13	16	9	12	3	0	0
72	78	M1	selected	pre_breeding	104	13	36	28	18	7	2	7	7	13	18	6	11	0	0	0
72	78	M1	selected	post_mortality	97	24	31	21	15	5	1	7	5	10	14	5	9	2	0	0
73	77	M1	selected	pre_breeding	97	14	30	31	10	10	2	7	7	8	16	1	9	0	0	0
73	77	M1	selected	post_mortality	99	24	27	29	9	9	1	7	7	8	15	1	8	0	0	0
74	76	M1	selected	pre_breeding	99	13	32	33	7	13	1	7	7	4	18	0	11	0	0	0
74	76	M1	selected	post_mortality	102	24	32	31	5	9	1	7	6	3	14	0	8	1	0	0
75	75	M1	selected	pre_breeding	102	15	30	35	12	9	1	8	8	3	18	0	10	0	0	0
75	75	M1	selected	post_mortality	101	29	26	28	10	7	1	8	7	3	15	0	8	1	0	0
76	74	M1	selected	pre_breeding	101	16	33	32	11	7	2	8	8	3	17	0	9	0	0	0
76	74	M1	selected	post_mortality	101	26	31	28	8	6	2	7	6	2	15	0	8	1	1	0
77	73	M1	selected	pre_breeding	101	10	36	36	11	5	3	8	8	4	16	0	8	0	0	0
77	73	M1	selected	post_mortality	97	23	31	31	8	3	1	8	5	2	11	0	6	3	0	0
78	72	M1	selected	pre_breeding	97	16	31	30	16	1	3	8	8	5	13	0	5	0	0	0
78	72	M1	selected	post_mortality	102	26	29	29	16	1	1	8	8	5	12	0	4	0	0	0
79	71	M1	selected	pre_breeding	102	13	33	34	20	0	2	8	8	7	12	0	4	0	0	0
79	71	M1	selected	post_mortality	102	29	27	30	15	0	1	8	5	5	8	0	3	3	0	0
80	70	M1	selected	pre_breeding	102	18	26	37	17	3	1	8	8	6	13	0	5	0	0	0
80	70	M1	selected	post_mortality	93	26	22	27	14	3	1	8	6	5	10	0	4	2	0	0
81	69	M1	selected	pre_breeding	93	13	31	27	18	3	1	8	8	7	13	0	5	0	0	0
81	69	M1	selected	post_mortality	102	28	29	25	17	2	1	7	7	6	12	0	5	0	0	0
82	68	M1	selected	pre_breeding	102	15	33	32	19	2	1	7	7	6	19	0	12	0	0	0
82	68	M1	selected	post_mortality	103	22	30	29	19	2	1	7	7	6	18	0	11	0	0	0
83	67	M1	selected	pre_breeding	103	8	37	32	18	7	1	7	7	9	22	2	15	0	0	0
83	67	M1	selected	post_mortality	111	22	37	31	16	4	1	7	4	6	18	2	14	3	0	0
84	66	M1	selected	pre_breeding	111	16	32	37	18	7	1	7	7	7	23	0	16	0	0	0
84	66	M1	selected	post_mortality	101	27	25	30	14	5	0	6	5	6	20	0	14	1	1	0
85	65	M1	selected	pre_breeding	101	13	31	33	16	6	2	7	7	10	22	3	15	0	0	0
85	65	M1	selected	post_mortality	101	25	26	32	12	4	2	6	6	9	20	3	14	0	0	0
86	64	M1	selected	pre_breeding	101	15	27	37	13	7	2	6	6	13	26	7	20	0	0	0
86	64	M1	selected	post_mortality	101	24	24	34	11	7	1	6	5	12	25	7	20	1	0	0
87	63	M1	selected	pre_breeding	101	10	35	29	19	7	1	6	6	16	27	10	21	0	0	0
87	63	M1	selected	post_mortality	98	19	31	27	16	4	1	6	5	13	24	8	19	1	0	0
88	62	M1	selected	pre_breeding	98	11	30	31	19	6	1	6	6	15	28	9	22	0	0	0
88	62	M1	selected	post_mortality	97	18	29	28	17	4	1	6	3	12	24	9	21	3	0	0
89	61	M1	selected	pre_breeding	97	7	30	32	22	5	1	6	6	18	27	12	21	0	0	0
89	61	M1	selected	post_mortality	107	22	29	30	21	4	1	6	6	17	26	11	20	0	0	0
90	60	M1	selected	pre_breeding	107	16	24	36	23	6	2	6	6	18	30	12	24	0	0	0
90	60	M1	selected	post_mortality	95	24	19	30	17	5	0	5	4	13	23	9	19	1	0	0
91	59	M1	selected	pre_breeding	95	11	27	31	19	5	2	5	5	13	27	8	22	0	0	0
91	59	M1	selected	post_mortality	97	25	24	28	16	3	1	5	5	12	22	7	17	0	0	0
92	58	M1	selected	pre_breeding	97	14	27	33	15	7	1	5	5	13	25	8	20	0	0	0
92	58	M1	selected	post_mortality	97	19	25	30	15	7	1	5	5	13	24	8	19	0	0	0
93	57	M1	selected	pre_breeding	97	7	33	29	17	10	1	5	5	12	27	7	22	0	0	0
93	57	M1	selected	post_mortality	103	19	32	28	14	9	1	5	5	10	23	5	18	0	0	0
94	56	M1	selected	pre_breeding	103	12	28	32	19	11	1	5	5	12	29	7	24	0	0	0
94	56	M1	selected	post_mortality	102	21	28	27	16	9	1	5	4	9	23	5	19	1	0	0
95	55	M1	selected	pre_breeding	102	9	30	32	18	12	1	5	5	9	26	4	21	0	0	0
95	55	M1	selected	post_mortality	108	21	29	30	16	11	1	5	5	7	23	2	18	0	0	0
96	54	M1	selected	pre_breeding	108	12	28	36	18	11	3	6	6	8	30	2	24	0	0	0
96	54	M1	selected	post_mortality	103	28	22	29	14	8	2	6	4	6	24	2	20	2	0	0
97	53	M1	selected	pre_breeding	103	16	30	26	21	6	4	6	6	11	25	5	19	0	0	0
97	53	M1	selected	post_mortality	103	25	29	24	15	6	4	6	4	7	19	3	15	2	0	0
98	52	M1	selected	pre_breeding	103	10	36	31	14	6	6	6	6	8	22	2	16	0	0	0
98	52	M1	selected	post_mortality	103	22	32	28	12	6	3	6	5	6	19	1	14	1	0	0
99	51	M1	selected	pre_breeding	103	12	35	31	14	7	4	6	6	8	21	2	15	0	0	0
99	51	M1	selected	post_mortality	100	23	29	27	13	6	2	6	6	8	19	2	13	0	0	0
100	50	M1	selected	pre_breeding	100	12	31	31	16	6	4	6	6	10	23	4	17	0	0	0
100	50	M1	selected	post_mortality	104	26	29	29	14	4	2	6	6	10	22	4	16	0	0	0
101	49	M1	selected	pre_breeding	104	14	29	35	16	8	2	6	6	13	23	7	17	0	0	0
101	49	M1	selected	post_mortality	102	25	25	32	13	6	1	6	5	9	17	4	12	1	0	0
102	48	M1	selected	pre_breeding	102	13	32	34	13	9	1	6	6	10	18	4	12	0	0	0
102	48	M1	selected	post_mortality	100	28	26	27	11	8	0	6	5	9	17	4	12	1	0	0
103	47	M1	selected	pre_breeding	100	17	32	27	15	8	1	6	6	11	21	5	15	0	0	0
103	47	M1	selected	post_mortality	96	23	30	22	13	7	1	5	5	10	20	4	14	0	1	0
104	46	M1	selected	pre_breeding	96	8	34	28	17	7	2	5	5	11	21	6	16	0	0	0
104	46	M1	selected	post_mortality	99	22	31	25	15	6	0	5	5	10	19	5	14	0	0	0
105	45	M1	selected	pre_breeding	99	14	29	31	18	7	0	5	5	10	22	5	17	0	0	0
105	45	M1	selected	post_mortality	100	23	26	26	18	7	0	5	5	10	21	5	16	0	0	0
106	44	M1	selected	pre_breeding	100	10	35	25	20	9	1	5	5	13	26	8	21	0	0	0
106	44	M1	selected	post_mortality	99	23	33	19	19	4	1	5	5	12	18	7	13	0	0	0
107	43	M1	selected	pre_breeding	99	13	29	32	17	6	2	6	6	11	23	5	17	0	0	0
107	43	M1	selected	post_mortality	98	23	28	30	12	3	2	6	3	6	17	3	14	3	0	0
108	42	M1	selected	pre_breeding	98	14	31	35	10	6	2	6	6	6	18	0	12	0	0	0
108	42	M1	selected	post_mortality	100	23	30	32	8	6	1	6	5	5	17	0	12	1	0	0
109	41	M1	selected	pre_breeding	100	11	31	36	14	7	1	6	6	6	19	0	13	0	0	0
109	41	M1	selected	post_mortality	103	24	28	32	11	7	1	6	5	5	17	0	12	1	0	0
110	40	M1	selected	pre_breeding	103	17	27	36	13	9	1	6	6	9	20	3	14	0	0	0
110	40	M1	selected	post_mortality	98	23	24	32	11	7	1	6	5	7	16	2	11	1	0	0
111	39	M1	selected	pre_breeding	98	8	31	37	12	7	3	6	6	9	22	3	16	0	0	0
111	39	M1	selected	post_mortality	93	20	26	33	8	4	2	6	4	6	16	2	12	2	0	0
112	38	M1	selected	pre_breeding	93	15	23	33	15	5	2	6	6	6	19	0	13	0	0	0
112	38	M1	selected	post_mortality	95	23	21	32	13	5	1	6	5	5	18	0	13	1	0	0
113	37	M1	selected	pre_breeding	95	10	29	35	15	4	2	6	6	6	21	0	15	0	0	0
113	37	M1	selected	post_mortality	106	26	29	34	12	3	2	6	4	4	18	0	14	2	0	0
114	36	M1	selected	pre_breeding	106	17	26	38	17	6	2	7	7	10	24	3	17	0	0	0
114	36	M1	selected	post_mortality	103	24	25	34	13	5	2	7	6	7	21	1	15	1	0	0
115	35	M1	selected	pre_breeding	103	10	35	31	20	4	3	7	7	10	23	3	16	0	0	0
115	35	M1	selected	post_mortality	97	23	29	26	14	2	3	7	6	7	18	1	12	1	0	0
116	34	M1	selected	pre_breeding	97	14	28	29	20	2	4	7	7	10	22	3	15	0	0	0
116	34	M1	selected	post_mortality	96	23	26	25	16	2	4	7	6	8	18	2	12	1	0	0
117	33	M1	selected	pre_breeding	96	11	31	27	19	4	4	7	7	11	19	4	12	0	0	0
117	33	M1	selected	post_mortality	100	24	28	25	17	3	3	6	5	9	16	4	11	1	0	0
118	32	M1	selected	pre_breeding	100	14	28	33	19	3	3	7	7	11	21	4	14	0	0	0
118	32	M1	selected	post_mortality	102	23	27	32	16	2	2	7	4	8	18	4	14	3	0	0
119	31	M1	selected	pre_breeding	102	12	32	33	20	3	2	7	7	10	21	3	14	0	0	0
119	31	M1	selected	post_mortality	100	25	26	29	16	3	1	5	4	8	18	3	13	1	1	0
120	30	M1	selected	pre_breeding	100	15	26	36	16	6	1	7	7	10	20	3	13	0	0	0
120	30	M1	selected	post_mortality	99	32	22	32	10	3	0	6	5	8	17	2	11	1	1	0
121	29	M1	selected	pre_breeding	99	18	30	30	15	6	0	7	7	12	20	5	13	0	0	0
121	29	M1	selected	post_mortality	104	29	27	29	13	6	0	7	6	11	18	5	12	1	0	0
122	28	M1	selected	pre_breeding	104	14	34	32	16	8	0	7	7	12	19	5	12	0	0	0
122	28	M1	selected	post_mortality	92	24	25	27	9	7	0	7	4	7	13	3	9	3	0	0
123	27	M1	selected	pre_breeding	92	15	28	31	10	8	0	7	7	6	16	0	9	0	0	0
123	27	M1	selected	post_mortality	102	31	27	27	10	7	0	7	6	5	14	0	8	1	0	0
124	26	M1	selected	pre_breeding	102	17	33	31	13	7	1	7	7	7	16	1	9	0	0	0
124	26	M1	selected	post_mortality	99	23	31	29	12	3	1	7	7	7	14	1	7	0	0	0
125	25	M1	selected	pre_breeding	99	9	35	34	16	4	1	7	7	8	16	2	9	0	0	0
125	25	M1	selected	post_mortality	103	29	27	31	13	2	1	7	5	6	13	2	8	2	0	0
126	24	M1	selected	pre_breeding	103	22	30	30	16	3	2	7	7	9	18	2	11	0	0	0
126	24	M1	selected	post_mortality	104	29	29	28	14	3	1	7	7	9	18	2	11	0	0	0
127	23	M1	selected	pre_breeding	104	7	40	34	18	3	2	7	7	9	22	2	15	0	0	0
127	23	M1	selected	post_mortality	101	19	36	27	15	3	1	7	7	8	19	1	12	0	0	0
128	22	M1	selected	pre_breeding	101	17	28	34	17	4	1	7	7	8	19	1	12	0	0	0
128	22	M1	selected	post_mortality	107	27	27	33	15	4	1	7	6	7	18	1	12	1	0	0
129	21	M1	selected	pre_breeding	107	12	36	34	16	8	1	7	7	10	21	3	14	0	0	0
129	21	M1	selected	post_mortality	100	23	32	28	11	6	0	7	5	7	15	2	10	2	0	0
130	20	M1	selected	pre_breeding	100	12	26	39	15	8	0	8	8	8	22	0	14	0	0	0
130	20	M1	selected	post_mortality	102	28	22	32	13	7	0	8	7	7	19	0	12	1	0	0
131	19	M1	selected	pre_breeding	102	18	30	33	13	6	2	8	8	7	24	0	16	0	0	0
131	19	M1	selected	post_mortality	102	26	28	31	11	5	1	8	6	5	20	0	14	2	0	0
132	18	M1	selected	pre_breeding	102	8	34	39	14	6	1	8	8	6	23	0	15	0	0	0
132	18	M1	selected	post_mortality	101	22	30	32	11	5	1	7	6	5	20	0	13	1	1	0
133	17	M1	selected	pre_breeding	101	15	31	30	17	6	2	7	7	10	22	5	15	0	0	0
133	17	M1	selected	post_mortality	102	26	27	27	15	6	1	7	7	10	22	5	15	0	0	0
134	16	M1	selected	pre_breeding	102	12	33	31	15	8	3	7	7	14	27	8	20	0	0	0
134	16	M1	selected	post_mortality	102	24	30	28	15	4	1	6	5	13	23	8	17	1	1	0
135	15	M1	selected	pre_breeding	102	12	30	30	24	5	1	7	7	15	26	8	19	0	0	0
135	15	M1	selected	post_mortality	106	27	29	27	19	3	1	7	4	10	18	6	14	3	0	0
136	14	M1	selected	pre_breeding	106	15	35	31	21	3	1	7	7	12	20	5	13	0	0	0
136	14	M1	selected	post_mortality	99	23	30	28	16	1	1	7	5	8	15	3	10	2	0	0
137	13	M1	selected	pre_breeding	99	11	32	32	19	4	1	7	7	12	19	5	12	0	0	0
137	13	M1	selected	post_mortality	97	28	23	27	15	4	0	7	5	10	15	5	10	2	0	0
138	12	M1	selected	pre_breeding	97	18	25	34	14	5	1	7	7	10	17	3	10	0	0	0
138	12	M1	selected	post_mortality	103	27	24	33	13	5	1	7	7	10	17	3	10	0	0	0
139	11	M1	selected	pre_breeding	103	9	37	35	15	6	1	7	7	9	21	2	14	0	0	0
139	11	M1	selected	post_mortality	105	26	29	33	13	4	0	7	6	8	20	2	14	1	0	0
140	10	M1	selected	pre_breeding	105	18	30	30	20	7	0	7	7	11	24	4	17	0	0	0
140	10	M1	selected	post_mortality	102	27	27	27	16	5	0	7	7	10	19	3	12	0	0	0
141	9	M1	selected	pre_breeding	102	11	40	26	19	6	0	7	7	10	21	3	14	0	0	0
141	9	M1	selected	post_mortality	95	21	35	23	13	3	0	6	4	8	17	3	12	2	1	0
142	8	M1	selected	pre_breeding	95	10	34	29	15	7	0	7	7	11	22	4	15	0	0	0
142	8	M1	selected	post_mortality	105	24	33	28	13	7	0	7	6	10	21	4	15	1	0	0
143	7	M1	selected	pre_breeding	105	14	35	32	17	6	1	7	7	8	23	1	16	0	0	0
143	7	M1	selected	post_mortality	100	25	30	26	15	4	0	5	5	7	18	0	11	0	2	0
144	6	M1	selected	pre_breeding	100	11	33	33	19	4	0	5	5	9	21	4	16	0	0	0
144	6	M1	selected	post_mortality	99	19	32	30	15	3	0	5	4	8	19	4	15	1	0	0
145	5	M1	selected	pre_breeding	99	11	31	34	16	7	0	5	5	12	22	7	17	0	0	0
145	5	M1	selected	post_mortality	94	19	26	31	13	5	0	5	3	9	19	6	16	2	0	0
146	4	M1	selected	pre_breeding	94	11	27	37	14	5	0	5	5	9	25	4	20	0	0	0
146	4	M1	selected	post_mortality	96	26	25	31	11	3	0	5	4	7	20	3	16	1	0	0
147	3	M1	selected	pre_breeding	96	15	25	34	14	7	1	5	5	10	24	5	19	0	0	0
147	3	M1	selected	post_mortality	94	23	24	30	12	4	1	5	3	8	20	5	17	2	0	0
148	2	M1	selected	pre_breeding	94	11	30	31	17	4	1	5	5	9	21	4	16	0	0	0
148	2	M1	selected	post_mortality	100	23	29	27	16	4	1	5	5	8	19	3	14	0	0	0
149	1	M1	selected	pre_breeding	100	12	32	30	19	6	1	5	5	13	24	8	19	0	0	0
149	1	M1	selected	post_mortality	102	22	30	26	17	6	1	5	5	13	22	8	17	0	0	0
150	0	M1	selected	pre_breeding	102	12	31	32	19	6	2	5	5	14	26	9	21	0	0	0
150	0	M1	selected	post_mortality	109	24	30	31	16	6	2	5	4	12	23	8	19	1	0	0
