cycle	bp	scenario	genetic_mode	stage	N	age_0_1	age_2_4	age_5_9	age_10_14	age_15_19	age_20_28	OMU_count	dominant_males	dominant_candidate_males	backup_candidate_males	AMU_dominant_candidate_males	AMU_backup_candidate_males	vacant_OMU_count	invalid_dominant_males	duplicate_dominant_males
60	90	M4	selected	pre_breeding	86	12	30	31	10	2	1	4	4	5	13	1	9	0	0	0
60	90	M4	selected	post_mortality	91	22	30	29	8	1	1	4	4	5	13	1	9	0	0	0
61	89	M4	selected	pre_breeding	91	13	33	26	15	3	1	4	4	9	15	5	11	0	0	0
61	89	M4	selected	post_mortality	92	25	30	21	13	2	1	4	3	8	12	5	9	1	0	0
62	88	M4	selected	pre_breeding	92	12	30	28	18	3	1	4	4	11	14	7	10	0	0	0
62	88	M4	selected	post_mortality	87	24	22	27	13	1	0	4	3	8	10	5	7	1	0	0
63	87	M4	selected	pre_breeding	87	14	24	33	13	3	0	4	4	8	13	4	9	0	0	0
63	87	M4	selected	post_mortality	92	23	22	33	12	2	0	4	4	8	13	4	9	0	0	0
64	86	M4	selected	pre_breeding	92	10	29	35	16	2	0	4	4	7	20	3	16	0	0	0
64	86	M4	selected	post_mortality	88	21	25	28	13	1	0	4	2	4	13	2	11	2	0	0
65	85	M4	selected	pre_breeding	88	13	26	32	16	1	0	4	4	5	17	1	13	0	0	0
65	85	M4	selected	post_mortality	89	25	23	28	12	1	0	4	2	3	14	1	12	2	0	0
66	84	M4	selected	pre_breeding	89	15	27	31	13	3	0	4	4	4	17	0	13	0	0	0
66	84	M4	selected	post_mortality	92	26	25	28	11	2	0	4	4	4	16	0	12	0	0	0
67	83	M4	selected	pre_breeding	92	12	30	28	16	6	0	4	4	9	17	5	13	0	0	0
67	83	M4	selected	post_mortality	85	23	22	25	9	6	0	4	3	7	14	4	11	1	0	0
68	82	M4	selected	pre_breeding	85	12	29	24	14	6	0	4	4	8	15	4	11	0	0	0
68	82	M4	selected	post_mortality	91	21	29	24	12	5	0	4	3	7	13	4	10	1	0	0
69	81	M4	selected	pre_breeding	91	9	34	28	15	5	0	4	4	10	19	6	15	0	0	0
69	81	M4	selected	post_mortality	96	20	31	26	14	5	0	4	3	9	18	6	15	1	0	0
70	80	M4	selected	pre_breeding	96	12	28	34	17	5	0	5	5	10	19	5	14	0	0	0
70	80	M4	selected	post_mortality	91	28	20	24	15	4	0	5	5	9	13	4	8	0	0	0
71	79	M4	selected	pre_breeding	91	17	23	31	14	4	2	5	5	9	15	4	10	0	0	0
71	79	M4	selected	post_mortality	91	26	20	29	11	4	1	5	4	7	13	3	9	1	0	0
72	78	M4	selected	pre_breeding	91	12	29	27	17	3	3	6	6	11	15	5	9	0	0	0
72	78	M4	selected	post_mortality	83	25	20	22	11	2	3	6	4	7	10	3	6	2	0	0
73	77	M4	selected	pre_breeding	83	14	27	23	13	3	3	6	6	6	13	0	7	0	0	0
73	77	M4	selected	post_mortality	96	29	26	23	12	3	3	6	6	6	13	0	7	0	0	0
74	76	M4	selected	pre_breeding	96	15	32	26	15	5	3	6	6	7	13	1	7	0	0	0
74	76	M4	selected	post_mortality	86	21	28	19	11	5	2	6	4	5	10	1	6	2	0	0
75	75	M4	selected	pre_breeding	86	10	33	22	13	6	2	6	6	4	11	0	5	0	0	0
75	75	M4	selected	post_mortality	88	21	31	17	11	6	2	6	5	3	10	0	5	1	0	0
76	74	M4	selected	pre_breeding	88	13	32	20	14	6	3	6	6	5	13	0	7	0	0	0
76	74	M4	selected	post_mortality	86	17	32	16	12	6	3	6	6	5	12	0	6	0	0	0
77	73	M4	selected	pre_breeding	86	7	29	27	12	7	4	6	6	5	14	0	8	0	0	0
77	73	M4	selected	post_mortality	93	24	28	25	10	5	1	6	6	5	13	0	7	0	0	0
78	72	M4	selected	pre_breeding	93	19	22	34	12	4	2	6	6	5	15	0	9	0	0	0
78	72	M4	selected	post_mortality	85	25	19	28	10	2	1	6	5	4	13	0	8	1	0	0
79	71	M4	selected	pre_breeding	85	9	28	32	11	3	2	6	6	6	17	0	11	0	0	0
79	71	M4	selected	post_mortality	92	25	26	28	9	3	1	6	5	5	15	0	10	1	0	0
80	70	M4	selected	pre_breeding	92	16	27	34	10	4	1	6	6	5	17	0	11	0	0	0
80	70	M4	selected	post_mortality	88	23	24	27	10	3	1	6	6	5	13	0	7	0	0	0
81	69	M4	selected	pre_breeding	88	9	36	26	11	5	1	6	6	7	15	2	9	0	0	0
81	69	M4	selected	post_mortality	87	18	32	21	11	5	0	6	6	7	15	2	9	0	0	0
82	68	M4	selected	pre_breeding	87	11	28	27	14	6	1	6	6	9	18	4	12	0	0	0
82	68	M4	selected	post_mortality	85	19	26	25	9	5	1	6	5	6	15	2	10	1	0	0
83	67	M4	selected	pre_breeding	85	12	27	28	10	7	1	6	6	8	14	2	8	0	0	0
83	67	M4	selected	post_mortality	93	24	25	27	10	6	1	6	6	8	13	2	7	0	0	0
84	66	M4	selected	pre_breeding	93	12	25	34	14	6	2	6	6	9	18	3	12	0	0	0
84	66	M4	selected	post_mortality	92	22	22	30	13	4	1	6	5	8	15	3	10	1	0	0
85	65	M4	selected	pre_breeding	92	11	28	32	15	4	2	6	6	10	18	4	12	0	0	0
85	65	M4	selected	post_mortality	94	24	26	24	14	4	2	6	6	10	15	4	9	0	0	0
86	64	M4	selected	pre_breeding	94	14	30	29	14	5	2	6	6	9	24	3	18	0	0	0
86	64	M4	selected	post_mortality	87	21	27	24	11	2	2	6	4	6	18	2	14	2	0	0
87	63	M4	selected	pre_breeding	87	9	31	26	14	5	2	6	6	7	19	1	13	0	0	0
87	63	M4	selected	post_mortality	95	21	29	26	14	4	1	6	6	7	19	1	13	0	0	0
88	62	M4	selected	pre_breeding	95	14	26	34	13	6	2	6	6	8	21	2	15	0	0	0
88	62	M4	selected	post_mortality	91	24	23	29	8	5	2	6	3	5	15	2	12	3	0	0
89	61	M4	selected	pre_breeding	91	10	31	29	12	7	2	6	6	9	17	3	11	0	0	0
89	61	M4	selected	post_mortality	87	20	26	23	10	6	2	5	4	6	13	2	9	1	0	0
90	60	M4	selected	pre_breeding	87	11	27	29	11	6	3	5	5	7	18	2	13	0	0	0
90	60	M4	selected	post_mortality	92	22	27	25	10	5	3	5	5	6	17	1	12	0	0	0
91	59	M4	selected	pre_breeding	92	14	28	29	13	5	3	5	5	6	18	1	13	0	0	0
91	59	M4	selected	post_mortality	87	23	21	25	12	4	2	5	5	6	17	1	12	0	0	0
92	58	M4	selected	pre_breeding	87	10	26	29	14	5	3	5	5	8	20	3	15	0	0	0
92	58	M4	selected	post_mortality	90	22	22	26	14	4	2	5	5	8	19	3	14	0	0	0
93	57	M4	selected	pre_breeding	90	14	24	27	18	4	3	5	5	12	22	7	17	0	0	0
93	57	M4	selected	post_mortality	91	24	21	25	16	4	1	5	5	12	21	7	16	0	0	0
94	56	M4	selected	pre_breeding	91	10	32	25	15	8	1	5	5	13	24	8	19	0	0	0
94	56	M4	selected	post_mortality	92	19	28	23	14	7	1	5	5	12	21	7	16	0	0	0
95	55	M4	selected	pre_breeding	92	10	29	27	17	8	1	5	5	10	24	5	19	0	0	0
95	55	M4	selected	post_mortality	94	22	27	26	14	5	0	5	5	8	19	3	14	0	0	0
96	54	M4	selected	pre_breeding	94	13	29	28	18	6	0	6	6	11	19	5	13	0	0	0
96	54	M4	selected	post_mortality	91	29	22	23	14	3	0	5	4	9	16	4	11	1	1	0
97	53	M4	selected	pre_breeding	91	17	25	29	13	7	0	5	5	11	18	6	13	0	0	0
97	53	M4	selected	post_mortality	85	26	20	25	10	4	0	5	4	8	15	4	11	1	0	0
98	52	M4	selected	pre_breeding	85	11	33	22	13	6	0	5	5	10	15	5	10	0	0	0
98	52	M4	selected	post_mortality	98	25	32	22	13	6	0	5	5	10	15	5	10	0	0	0
99	51	M4	selected	pre_breeding	98	14	35	29	13	5	2	5	5	8	17	3	12	0	0	0
99	51	M4	selected	post_mortality	88	24	28	23	9	3	1	4	2	5	13	3	11	2	0	0
100	50	M4	selected	pre_breeding	88	11	34	25	13	4	1	4	4	7	13	3	9	0	0	0
100	50	M4	selected	post_mortality	86	21	31	23	7	3	1	4	2	4	8	2	6	2	0	0
101	49	M4	selected	pre_breeding	86	13	29	30	9	4	1	4	4	4	13	0	9	0	0	0
101	49	M4	selected	post_mortality	86	24	25	26	8	3	0	4	4	4	12	0	8	0	0	0
102	48	M4	selected	pre_breeding	86	13	28	30	12	3	0	4	4	4	14	0	10	0	0	0
102	48	M4	selected	post_mortality	88	23	24	30	8	3	0	4	2	2	12	0	10	2	0	0
103	47	M4	selected	pre_breeding	88	10	30	36	7	3	2	4	4	3	15	0	11	0	0	0
103	47	M4	selected	post_mortality	94	23	29	32	6	2	2	4	3	2	12	0	9	1	0	0
104	46	M4	selected	pre_breeding	94	13	33	32	12	2	2	4	4	6	15	3	11	0	0	0
104	46	M4	selected	post_mortality	91	17	28	31	11	2	2	3	3	6	14	3	10	0	1	0
105	45	M4	selected	pre_breeding	91	6	31	34	15	3	2	3	3	7	17	4	14	0	0	0
105	45	M4	selected	post_mortality	91	19	27	29	12	3	1	3	3	6	15	3	12	0	0	0
106	44	M4	selected	pre_breeding	91	15	19	35	18	2	2	3	3	8	18	5	15	0	0	0
106	44	M4	selected	post_mortality	91	27	16	29	15	2	2	3	2	6	15	4	13	1	0	0
107	43	M4	selected	pre_breeding	91	12	27	27	19	4	2	4	4	9	16	5	12	0	0	0
107	43	M4	selected	post_mortality	93	26	22	26	14	3	2	4	3	8	14	5	11	1	0	0
108	42	M4	selected	pre_breeding	93	14	26	29	18	4	2	5	5	10	19	5	14	0	0	0
108	42	M4	selected	post_mortality	93	26	20	25	16	4	2	5	4	9	18	5	14	1	0	0
109	41	M4	selected	pre_breeding	93	13	31	25	16	6	2	5	5	9	18	4	13	0	0	0
109	41	M4	selected	post_mortality	96	26	28	22	13	5	2	5	4	7	15	3	11	1	0	0
110	40	M4	selected	pre_breeding	96	14	31	27	15	6	3	5	5	7	18	2	13	0	0	0
110	40	M4	selected	post_mortality	100	26	29	24	14	4	3	5	4	6	16	2	12	1	0	0
111	39	M4	selected	pre_breeding	100	13	35	25	18	6	3	5	5	11	17	6	12	0	0	0
111	39	M4	selected	post_mortality	90	20	30	21	14	4	1	5	4	9	15	5	11	1	0	0
112	38	M4	selected	pre_breeding	90	12	30	26	14	7	1	5	5	8	19	3	14	0	0	0
112	38	M4	selected	post_mortality	85	17	27	23	12	6	0	5	4	7	17	3	13	1	0	0
113	37	M4	selected	pre_breeding	85	8	25	28	17	6	1	5	5	9	19	4	14	0	0	0
113	37	M4	selected	post_mortality	95	25	22	27	14	6	1	5	3	7	17	4	14	2	0	0
114	36	M4	selected	pre_breeding	95	17	22	34	15	5	2	5	5	8	18	3	13	0	0	0
114	36	M4	selected	post_mortality	86	18	19	32	12	4	1	5	3	5	13	2	10	2	0	0
115	35	M4	selected	pre_breeding	86	5	28	32	14	6	1	5	5	8	20	3	15	0	0	0
115	35	M4	selected	post_mortality	89	20	27	26	11	4	1	5	4	7	17	3	13	1	0	0
116	34	M4	selected	pre_breeding	89	16	23	30	13	5	2	5	5	8	20	3	15	0	0	0
116	34	M4	selected	post_mortality	90	24	22	26	12	4	2	5	4	6	17	2	13	1	0	0
117	33	M4	selected	pre_breeding	90	9	30	29	13	6	3	5	5	7	18	2	13	0	0	0
117	33	M4	selected	post_mortality	88	19	24	25	13	5	2	5	5	7	17	2	12	0	0	0
118	32	M4	selected	pre_breeding	88	10	24	29	16	7	2	5	5	11	21	6	16	0	0	0
118	32	M4	selected	post_mortality	93	23	23	27	12	7	1	4	4	10	20	5	15	0	1	0
119	31	M4	selected	pre_breeding	93	13	30	25	17	7	1	4	4	12	22	8	18	0	0	0
119	31	M4	selected	post_mortality	89	22	26	19	15	6	1	4	4	11	20	7	16	0	0	0
120	30	M4	selected	pre_breeding	89	10	27	29	15	5	3	4	4	12	23	8	19	0	0	0
120	30	M4	selected	post_mortality	94	21	26	27	14	4	2	4	4	11	20	7	16	0	0	0
121	29	M4	selected	pre_breeding	94	12	27	28	19	5	3	4	4	13	21	9	17	0	0	0
121	29	M4	selected	post_mortality	88	19	24	25	14	4	2	4	3	10	17	7	14	1	0	0
122	28	M4	selected	pre_breeding	88	8	29	27	17	4	3	4	4	10	23	6	19	0	0	0
122	28	M4	selected	post_mortality	84	20	23	24	14	3	0	4	4	8	20	4	16	0	0	0
123	27	M4	selected	pre_breeding	84	12	25	27	16	4	0	4	4	10	25	6	21	0	0	0
123	27	M4	selected	post_mortality	87	18	23	26	16	4	0	4	4	10	24	6	20	0	0	0
124	26	M4	selected	pre_breeding	87	8	25	33	13	8	0	4	4	11	26	7	22	0	0	0
124	26	M4	selected	post_mortality	92	20	23	31	11	7	0	4	2	8	23	6	21	2	0	0
125	25	M4	selected	pre_breeding	92	13	22	33	16	8	0	4	4	12	25	8	21	0	0	0
125	25	M4	selected	post_mortality	95	23	21	30	14	7	0	4	3	10	22	7	19	1	0	0
126	24	M4	selected	pre_breeding	95	13	25	29	17	9	2	5	5	14	24	9	19	0	0	0
126	24	M4	selected	post_mortality	86	24	20	23	11	8	0	5	1	9	16	8	15	4	0	0
127	23	M4	selected	pre_breeding	86	14	22	26	15	8	1	5	5	10	18	5	13	0	0	0
127	23	M4	selected	post_mortality	92	27	21	24	12	7	1	5	4	8	15	4	11	1	0	0
128	22	M4	selected	pre_breeding	92	13	30	26	15	6	2	5	5	9	15	4	10	0	0	0
128	22	M4	selected	post_mortality	94	27	23	24	14	5	1	5	5	9	15	4	10	0	0	0
129	21	M4	selected	pre_breeding	94	15	30	25	18	3	3	5	5	10	19	5	14	0	0	0
129	21	M4	selected	post_mortality	87	21	25	21	16	2	2	5	4	8	16	4	12	1	0	0
130	20	M4	selected	pre_breeding	87	11	29	23	18	3	3	5	5	10	17	5	12	0	0	0
130	20	M4	selected	post_mortality	88	21	28	20	15	2	2	5	4	9	13	5	9	1	0	0
131	19	M4	selected	pre_breeding	88	11	31	24	15	4	3	5	5	8	15	3	10	0	0	0
131	19	M4	selected	post_mortality	92	21	29	22	13	4	3	5	5	7	14	2	9	0	0	0
132	18	M4	selected	pre_breeding	92	11	29	28	13	8	3	5	5	6	15	1	10	0	0	0
132	18	M4	selected	post_mortality	90	22	27	22	9	8	2	5	4	5	14	1	10	1	0	0
133	17	M4	selected	pre_breeding	90	15	25	29	10	9	2	5	5	4	15	0	10	0	0	0
133	17	M4	selected	post_mortality	89	24	22	25	9	7	2	5	4	3	14	0	10	1	0	0
134	16	M4	selected	pre_breeding	89	10	27	32	8	10	2	5	5	5	17	1	12	0	0	0
134	16	M4	selected	post_mortality	88	22	25	26	6	7	2	5	4	4	13	1	9	1	0	0
135	15	M4	selected	pre_breeding	88	14	25	29	11	6	3	5	5	6	15	1	10	0	0	0
135	15	M4	selected	post_mortality	90	26	20	26	10	6	2	5	5	5	12	0	7	0	0	0
136	14	M4	selected	pre_breeding	90	12	29	29	11	6	3	5	5	5	15	0	10	0	0	0
136	14	M4	selected	post_mortality	90	22	27	25	9	5	2	5	3	3	11	0	8	2	0	0
137	13	M4	selected	pre_breeding	90	13	29	28	11	5	4	5	5	5	14	0	9	0	0	0
137	13	M4	selected	post_mortality	95	25	28	24	10	4	4	5	4	4	13	0	9	1	0	0
138	12	M4	selected	pre_breeding	95	13	33	27	13	5	4	5	5	4	13	0	8	0	0	0
138	12	M4	selected	post_mortality	93	23	30	25	8	3	4	5	3	2	10	0	7	2	0	0
139	11	M4	selected	pre_breeding	93	13	30	30	13	2	5	5	5	4	12	0	7	0	0	0
139	11	M4	selected	post_mortality	89	21	24	29	11	1	3	5	4	3	11	0	7	1	0	0
140	10	M4	selected	pre_breeding	89	9	29	31	15	2	3	5	5	7	14	3	9	0	0	0
140	10	M4	selected	post_mortality	90	21	29	26	12	1	1	5	4	5	12	2	8	1	0	0
141	9	M4	selected	pre_breeding	90	15	25	32	14	2	2	5	5	7	13	2	8	0	0	0
141	9	M4	selected	post_mortality	94	30	21	27	13	2	1	5	5	6	10	1	5	0	0	0
142	8	M4	selected	pre_breeding	94	16	30	28	15	4	1	5	5	8	15	3	10	0	0	0
142	8	M4	selected	post_mortality	95	24	29	25	12	4	1	5	3	6	12	3	9	2	0	0
143	7	M4	selected	pre_breeding	95	11	31	33	15	4	1	5	5	7	15	2	10	0	0	0
143	7	M4	selected	post_mortality	91	29	24	26	10	1	1	5	4	5	11	1	7	1	0	0
144	6	M4	selected	pre_breeding	91	19	30	28	9	4	1	5	5	5	14	0	9	0	0	0
144	6	M4	selected	post_mortality	92	28	27	24	9	3	1	5	5	5	11	0	6	0	0	0
145	5	M4	selected	pre_breeding	92	10	37	29	10	5	1	5	5	6	13	1	8	0	0	0
145	5	M4	selected	post_mortality	87	20	30	23	8	5	1	5	5	5	12	0	7	0	0	0
146	4	M4	selected	pre_breeding	87	14	26	28	12	6	1	5	5	5	15	0	10	0	0	0
146	4	M4	selected	post_mortality	92	26	24	26	11	5	0	5	4	4	14	0	10	1	0	0
147	3	M4	selected	pre_breeding	92	13	32	27	14	5	1	5	5	7	15	2	10	0	0	0
147	3	M4	selected	post_mortality	89	20	30	22	12	4	1	5	4	6	12	2	8	1	0	0
148	2	M4	selected	pre_breeding	89	9	29	31	13	6	1	5	5	6	18	1	13	0	0	0
148	2	M4	selected	post_mortality	91	25	28	25	8	5	0	5	3	4	12	1	9	2	0	0
149	1	M4	selected	pre_breeding	91	17	31	29	9	5	0	5	5	4	13	0	8	0	0	0
149	1	M4	selected	post_mortality	92	23	29	27	9	4	0	5	5	4	12	0	7	0	0	0
150	0	M4	selected	pre_breeding	92	8	31	35	13	3	2	5	5	5	16	1	11	0	0	0
150	0	M4	selected	post_mortality	87	25	24	27	7	2	2	4	3	3	13	1	10	1	0	0
